
                        S T E P       1


                                INCREMENT     1


 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set SOLID and time  0.1000000E+01

         1   1  1.432156E+01  2.092654E+02  8.306785E+00 -2.785526E+01 -1.670645E+00  2.309647E-02
         1   2  3.244562E+00  1.823608E+02 -5.720129E-01 -2.559368E+01 -1.563117E+00  3.193450E-02
         1   3  2.317379E+01  2.004132E+02  8.306787E+00 -4.922641E+01 -1.534636E+00 -6.606664E-01
         1   4  1.137807E+01  1.742273E+02 -5.720116E-01 -4.522970E+01 -1.431911E+00 -6.276824E-01
         1   5  1.416628E+01  2.062351E+02  7.351102E+00 -2.744445E+01  2.084091E+00  7.699600E-01
         1   6  3.274052E+00  1.797487E+02 -1.346807E+00 -2.521622E+01  2.191619E+00  7.787981E-01
         1   7  2.288795E+01  1.975134E+02  7.351103E+00 -4.850041E+01  2.220100E+00  8.619721E-02
         1   8  1.128761E+01  1.717351E+02 -1.346806E+00 -4.456264E+01  2.322825E+00  1.191812E-01
         2   1  1.123183E+01  1.722968E+02  5.513069E-01 -2.301435E+01 -1.633378E+00  9.564766E-03
         2   2  3.458131E+00  1.530584E+02 -5.296900E+00 -2.137618E+01 -1.544433E+00  1.687545E-02
         2   3  1.854564E+01  1.649830E+02  5.513054E-01 -4.067146E+01 -1.505385E+00 -6.339035E-01
         2   4  1.025134E+01  1.462652E+02 -5.296902E+00 -3.777644E+01 -1.420412E+00 -6.066197E-01
         2   5  1.112132E+01  1.698307E+02 -2.216632E-01 -2.267777E+01  1.732925E+00  6.791645E-01
         2   6  3.480338E+00  1.508927E+02 -5.939939E+00 -2.106356E+01  1.821871E+00  6.864752E-01
         2   7  1.832817E+01  1.626239E+02 -2.216647E-01 -4.007665E+01  1.860919E+00  3.569625E-02
         2   8  1.017420E+01  1.441989E+02 -5.939940E+00 -3.722397E+01  1.945892E+00  6.298009E-02
         3   1  6.256706E+01  1.610199E+02  8.306784E+00 -8.861969E+01 -1.552313E+00 -6.179898E-01
         3   2  4.757299E+01  1.380324E+02 -5.720144E-01 -8.142462E+01 -1.456352E+00 -5.686753E-01
         3   3  8.393822E+01  1.396487E+02  8.306786E+00 -9.747191E+01 -1.164993E+00 -1.197656E+00
         3   4  6.720901E+01  1.183964E+02 -5.720124E-01 -8.955813E+01 -1.082709E+00 -1.127872E+00
         3   5  6.170025E+01  1.587011E+02  7.351101E+00 -8.731272E+01  1.630799E+00  1.508897E+00
         3   6  4.694872E+01  1.360740E+02 -1.346808E+00 -8.022376E+01  1.726759E+00  1.558212E+00
         3   7  8.275622E+01  1.376451E+02  7.351103E+00 -9.603439E+01  2.018119E+00  9.292313E-01
         3   8  6.629515E+01  1.167276E+02 -1.346806E+00 -8.823731E+01  2.100402E+00  9.990156E-01
         4   1  5.109286E+01  1.324358E+02  5.513069E-01 -7.321867E+01 -1.512705E+00 -6.162303E-01
         4   2  4.048182E+01  1.160347E+02 -5.296902E+00 -6.800692E+01 -1.433328E+00 -5.754382E-01
         4   3  6.874996E+01  1.147787E+02  5.513069E-01 -8.053248E+01 -1.148210E+00 -1.161736E+00
         4   4  5.688209E+01  9.963444E+01 -5.296901E+00 -7.480013E+01 -1.080146E+00 -1.104012E+00
         4   5  5.039938E+01  1.305527E+02 -2.216632E-01 -7.214786E+01  1.341110E+00  1.290628E+00
         4   6  3.996256E+01  1.144105E+02 -5.939940E+00 -6.701233E+01  1.420487E+00  1.331420E+00
         4   7  6.779826E+01  1.131538E+02 -2.216632E-01 -7.935471E+01  1.705605E+00  7.451218E-01
         4   8  5.612298E+01  9.825009E+01 -5.939939E+00 -7.370620E+01  1.773668E+00  8.028463E-01
         5   1  1.396487E+02  8.393822E+01  8.306786E+00 -9.747191E+01 -1.197656E+00 -1.164993E+00
         5   2  1.183964E+02  6.720901E+01 -5.720124E-01 -8.955813E+01 -1.127872E+00 -1.082709E+00
         5   3  1.610199E+02  6.256706E+01  8.306784E+00 -8.861969E+01 -6.179898E-01 -1.552313E+00
         5   4  1.380324E+02  4.757299E+01 -5.720144E-01 -8.142462E+01 -5.686753E-01 -1.456352E+00
         5   5  1.376451E+02  8.275622E+01  7.351103E+00 -9.603439E+01  9.292313E-01  2.018119E+00
         5   6  1.167276E+02  6.629515E+01 -1.346806E+00 -8.823731E+01  9.990156E-01  2.100402E+00
         5   7  1.587011E+02  6.170025E+01  7.351101E+00 -8.731272E+01  1.508897E+00  1.630799E+00
         5   8  1.360740E+02  4.694872E+01 -1.346808E+00 -8.022376E+01  1.558212E+00  1.726759E+00
         6   1  1.147787E+02  6.874996E+01  5.513069E-01 -8.053248E+01 -1.161736E+00 -1.148210E+00
         6   2  9.963444E+01  5.688209E+01 -5.296901E+00 -7.480013E+01 -1.104012E+00 -1.080146E+00
         6   3  1.324358E+02  5.109286E+01  5.513069E-01 -7.321867E+01 -6.162303E-01 -1.512705E+00
         6   4  1.160347E+02  4.048182E+01 -5.296902E+00 -6.800692E+01 -5.754382E-01 -1.433328E+00
         6   5  1.131538E+02  6.779826E+01 -2.216632E-01 -7.935471E+01  7.451218E-01  1.705605E+00
         6   6  9.825009E+01  5.612298E+01 -5.939939E+00 -7.370620E+01  8.028463E-01  1.773668E+00
         6   7  1.305527E+02  5.039938E+01 -2.216632E-01 -7.214786E+01  1.290628E+00  1.341110E+00
